OBJECTID_1,OBJECTID,ROADWAY,CCTXTCLS,URBAREA,FUNCLASS,TYPEROAD,USROUTE,STROADNO,MNG_DIST_C,CONTYDOT,AADT_2024,NOLANES_To,MAXSPEED_M,IsSignaliz,Countermea,Counterme1,Counterme2,LocationID,LocationSt,CrashModif,CostScenar,CostEstima,TotalLives,Crash_Save,Crash_Sav1,Crash_Sav2,Crash_Sav3,Benefit_Al,Benefit_KA,CostPerLif,CrashSavin,Crash_Sav4,CostBenefi,PresentVal,PresentVa1,NetPresent,FDOT Manag,FDOT Count,Intersecti,Intersect1,Entering V,AADT Major,AADT Minor,Signalized,CentralPoi,CentralPo1,Counterme3,Serious In,Intersect2,ROADWAY_OR,LRS_SOURCE,LRS_PARENT,LRS_SUB_ID,LOCATION,BEGIN_POST,END_POST,LRS_ROAD_N,_orig_fid,Match_Stat,Matched_ID,Match_Cnt,Ovl_Ft,Ovl_Mi,Ovl_Pct,Ang_Dif,Min_Ft,QC_Flag,_matched_refs,WP_IDs,WP_Count
97675,202863,86016000,URBAN GENERAL,MIAMI,URBAN MINOR ART,DIVIDED,,SR  848,4,BROWARD,50000,6,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-00373,Potential Location,0.870000005,1,5408.8083328125,0.0000653725675617028,0.0000451665012244492,0.000213352288678648,0.000344097423802054,0.0013817383598269,246.070248439963,NaN,82738196.380421,0.0199089183028822,0.00199089183028822,0.368999974983164,1995.85013949654,5408.8083328125,-3412.95819331596,4,86,86016000 = 5.32,STIRLING RD,25250,86016000,86A23317,N,NaN,NaN,10,0.00347434638166326,On-System / Off-System,86016000,14,LPI-00373,1,5.32,5.3100000000000005,5.33,STIRLING RD,13,On Corridor,"446370-1, 439170-1",3,106,0.02,100,0.2,0.3,Verified Match,"[object Object],[object Object],[object Object]","446370-1, 439170-1",3
105980,231923,87120000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US   41,SR   90,6,MIAMI-DADE,50000,4,35,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-01520,Potential Location,0.870000005,1,5408.8083328125,0.0000671469593814914,0.0000463924446635759,0.000219143258345049,0.000353437177108032,0.00141924255056334,252.356647205439,NaN,80551798.363388,0.0204493012661815,0.00204493012661815,0.378426880518884,2046.83846471078,5408.8083328125,-3361.96986810172,6,87,87120000 = 10.484,SW 8TH ST,27000,87120000,87A24848,N,NaN,NaN,10,0.0035686497267616,On-System / Off-System,87120000,15,LPI-01520,1,10.484,10.474,10.494,SW 8TH ST,14,On Corridor,452564-3,1,105,0.02,100,0,0.2,Verified Match,[object Object],452564-3,1
102735,233200,87120000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US   41,SR   90,6,MIAMI-DADE,50000,4,35,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-01584,Potential Location,0.870000005,1,5408.8083328125,0.0000673387213694885,0.0000465249347643739,0.00021976909974224,0.000354446542481217,0.00142329570167328,253.077341229385,NaN,80322409.1995198,0.0205077015079806,0.00205077015079806,0.379507612864597,2052.68393882781,5408.8083328125,-3356.12439398469,6,87,87120000 = 10.985,SW 8TH ST,27000,87120000,87A44822,N,NaN,NaN,10,0.00357884127336881,On-System / Off-System,87120000,16,LPI-01584,1,10.985,10.975,10.995,SW 8TH ST,15,On Corridor,452564-3,1,105,0.02,100,0,0.2,Verified Match,[object Object],452564-3,1
100512,226233,87060000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  A1A,6,MIAMI-DADE,49000,4,40,0,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-01630,Potential Location,0.870000005,1,5408.8083328125,0.0000714665990375138,0.0000493769229713732,0.00023324099140425,0.000376174189479277,0.00151054402511109,268.591035043259,NaN,75683024.0371917,0.0217648278886974,0.00217648278886974,0.402771508705352,2178.51389250497,5408.8083328125,-3230.29444030753,6,87,87060000 = 13.508,COLLINS AVE,20750,87060000,87A44504,N,NaN,NaN,10,0.00379822499003736,On-System / Off-System,87060000,17,LPI-01630,1,13.508,13.498,13.517999999999999,COLLINS AVE,16,Off Corridor,,0,0,0,0,,,Unmatched,,,0
13084,28219,10020101,URBAN GENERAL,TAMPA-ST PETERSBURG,URBAN PRIN ART OTHER,NOT DIVIDED,,SR  574,7,HILLSBOROUGH,33000,4,35,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-02133,Potential Location,0.870000005,1,5408.8083328125,0.00141913820826941,0.000532176828101028,0.00298019023736576,0.00466541685968568,0.0181649690658484,4213.52509709412,NaN,3811333.03387579,0.264846668118278,0.0264846668118278,6.31848289370913,34175.4629262272,5408.8083328125,28766.6545934147,7,10,10020101 = .797|10340000 = 2.644|10A13465 = .099,N HIGHLAND AVE|N TAMPA ST|W DR MARTIN LUTHER KING JR BLVD,21300,10340000,10020101,Y,-82.46198785,27.9815019,10,0.0409366806591822,On-System / On-System,10340000,18,LPI-02133,1,0.797,0.787,0.807,N HIGHLAND AVE,17,On Corridor,440511-2,2,106,0.02,100,5.2,0.3,Verified Match,"[object Object],[object Object]",440511-2,2
13084,28219,10340000,URBAN GENERAL,TAMPA-ST PETERSBURG,URBAN PRIN ART OTHER,NOT DIVIDED,,SR  574,7,HILLSBOROUGH,33000,4,35,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-02133,Potential Location,0.870000005,1,5408.8083328125,0.00141913820826941,0.000532176828101028,0.00298019023736576,0.00466541685968568,0.0181649690658484,4213.52509709412,NaN,3811333.03387579,0.264846668118278,0.0264846668118278,6.31848289370913,34175.4629262272,5408.8083328125,28766.6545934147,7,10,10020101 = .797|10340000 = 2.644|10A13465 = .099,N HIGHLAND AVE|N TAMPA ST|W DR MARTIN LUTHER KING JR BLVD,21300,10340000,10020101,Y,-82.46198785,27.9815019,10,0.0409366806591822,On-System / On-System,10340000,18,LPI-02133,2,2.644,2.6340000000000003,2.654,N TAMPA ST,18,On Corridor,"436419-1, 445362-2, 443445-3, 438702-1",9,105,0.02,100,0.5,0.6,Verified Match,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","436419-1, 445362-2, 443445-3, 438702-1",9
96949,225692,87055000,URBAN GENERAL,MIAMI,URBAN MINOR ART,DIVIDED,,SR  986,6,MIAMI-DADE,39000,4,40,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-01070,Potential Location,0.870000005,1,5408.8083328125,0.00159825884682989,0.000543211902542184,0.00131096446516047,0.00150118668374022,0.00457317746111326,998.152943617691,NaN,3384187.95149531,0.0808836639723912,0.00808836639723912,1.49680188303692,8095.91449753953,5408.8083328125,2687.10616472703,6,87,87055000 = 2.148,SW 72ND ST,20500,87055000,87A28098,N,NaN,NaN,10,0.0417855325719192,On-System / Off-System,87055000,19,LPI-01070,1,2.148,2.1380000000000003,2.158,SW 72ND ST,20,Off Corridor,,0,0,0,0,,,Unmatched,,,0
50357,113309,55080000,URBAN GENERAL,TALLAHASSEE,URBAN PRIN ART OTHER,DIVIDED,US   27,SR   20,3,LEON,33000,4,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-00084,Potential Location,0.870000005,1,5408.8083328125,0.00157665628989268,0.000591246108709756,0.00331097820877464,0.0051832575530222,0.0201812005106264,3631.14109053714,NaN,3430556.40438961,0.294243480101222,0.0294243480101222,5.44515633264561,29451.8069454803,5408.8083328125,24042.9986126678,3,55,55080000 = 1.542|55210000 = .109,APALACHEE PKWY|E LAFAYETTE ST,17450,55080000,55210000,Y,-84.25571338,30.43447065,10,0.0454804716499994,On-System / On-System,55080000,20,LPI-00084,1,1.542,1.532,1.552,APALACHEE PKWY,21,On Corridor,453817-1,1,105,0.02,100,7.5,131,Verified Match,[object Object],453817-1,1
50357,113309,55210000,URBAN GENERAL,TALLAHASSEE,URBAN PRIN ART OTHER,DIVIDED,US   27,SR   20,3,LEON,33000,4,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-00084,Potential Location,0.870000005,1,5408.8083328125,0.00157665628989268,0.000591246108709756,0.00331097820877464,0.0051832575530222,0.0201812005106264,3631.14109053714,NaN,3430556.40438961,0.294243480101222,0.0294243480101222,5.44515633264561,29451.8069454803,5408.8083328125,24042.9986126678,3,55,55080000 = 1.542|55210000 = .109,APALACHEE PKWY|E LAFAYETTE ST,17450,55080000,55210000,Y,-84.25571338,30.43447065,10,0.0454804716499994,On-System / On-System,55080000,20,LPI-00084,2,0.109,0.099,0.119,E LAFAYETTE ST,22,On Corridor,453817-1,1,105,0.02,100,2.8,0.7,Verified Match,[object Object],453817-1,1
102798,236288,87240000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR    9,6,MIAMI-DADE,37000,6,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-00339,Potential Location,0.870000005,1,5408.8083328125,0.00158887810495711,0.000595829289358917,0.00333664402040994,0.00522343677004651,0.020337639743451,3664.98198665773,NaN,3404168.20896308,0.296524376337621,0.0296524376337621,5.49590318197449,29726.2869269944,5408.8083328125,24317.4785941819,6,87,87240000 = 9.242|87A12904 = 0,NW 110TH ST|NW 27TH AVE|STADIUM DR,39250,87240000,87A12904,Y,-80.2427236,25.87448422,10,0.0458330240211869,On-System / Off-System,87240000,21,LPI-00339,1,9.242,9.232000000000001,9.252,NW 110TH ST,23,On Corridor,438076-1,4,106,0.02,100,0,0.3,Verified Match,"[object Object],[object Object],[object Object],[object Object]",438076-1,4
67852,144744,72170000,URBAN GENERAL,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,,SR   21,2,DUVAL,26500,4,40,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-02516,Potential Location,0.870000005,1,5408.8083328125,0.00161281453521455,0.000604805450705456,0.00338691052395056,0.00530212778451783,0.0206440260507462,3714.41586081627,NaN,3353645.57716674,0.300991512634415,0.0300991512634415,5.57003281952095,30127.239928264,5408.8083328125,24718.4315954515,2,72,72170000 = 6.238|72291000 = .03,BLANDING BLVD|CASSAT AVE,16800,72170000,72291000,Y,-81.73021024,30.27617119,10,0.0465234979974773,On-System / On-System,72170000,22,LPI-02516,1,6.238,6.228000000000001,6.248,BLANDING BLVD,25,Off Corridor,,0,0,0,0,49.9,53.6,No Match - Angle Mismatch,,,0
67852,144744,72291000,URBAN GENERAL,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,,SR   21,2,DUVAL,26500,4,40,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-02516,Potential Location,0.870000005,1,5408.8083328125,0.00161281453521455,0.000604805450705456,0.00338691052395056,0.00530212778451783,0.0206440260507462,3714.41586081627,NaN,3353645.57716674,0.300991512634415,0.0300991512634415,5.57003281952095,30127.239928264,5408.8083328125,24718.4315954515,2,72,72170000 = 6.238|72291000 = .03,BLANDING BLVD|CASSAT AVE,16800,72170000,72291000,Y,-81.73021024,30.27617119,10,0.0465234979974773,On-System / On-System,72170000,22,LPI-02516,2,0.03,0.019999999999999997,0.04,CASSAT AVE,26,On Corridor,445146-1,5,106,0.02,100,2.9,0.8,Verified Match,"[object Object],[object Object],[object Object],[object Object],[object Object]",445146-1,5
109435,228533,87072000,URBAN GENERAL,MIAMI,URBAN MINOR ART,DIVIDED,,SR  985,6,MIAMI-DADE,45500,6,40,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-01521,Potential Location,0.870000005,1,5408.8083328125,0.00165229958638938,0.000619612344896016,0.00346982913141769,0.00543193489025508,0.021149434705784,3811.27299934852,NaN,3273503.41146782,0.308360410309918,0.0308360410309917,5.71527704112811,30912.8380843857,5408.8083328125,25504.0297515732,6,87,87072000 = 5.923,SW 107TH AVE|SW 11TH ST,20250,87072000,87A29779,Y,-80.36830759,25.75828489,10,0.047662489902097,On-System / Off-System,87072000,23,LPI-01521,1,5.923,5.913,5.933,SW 107TH AVE,27,Off Corridor,,0,0,0,0,,,Unmatched,,,0
110203,266475,93004000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  808,4,PALM BEACH,46000,6,45,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-01810,Potential Location,0.870000005,1,5408.8083328125,0.00166376923997919,0.000623913464992195,0.00349391540395629,0.00546964137643158,0.0212962462717336,3837.72944913451,NaN,3250936.60998334,0.310500934411116,0.0310500934411116,5.7549503838872,31127.4235912916,5408.8083328125,25718.6152584791,4,93,93004000 = 1.271,BOCA LAKE DR|GLADES RD,22750,93004000,93A20269,Y,-80.18295691,26.36793381,10,0.047993345306836,On-System / Off-System,93004000,24,LPI-01810,1,1.271,1.261,1.281,BOCA LAKE DR,28,Off Corridor,,0,0,0,0,,,Unmatched,,,0
105986,231975,87062000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US   41,SR   90,6,MIAMI-DADE,38500,4,35,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-01979,Potential Location,0.870000005,1,5408.8083328125,0.00167886901697291,0.00062957588136484,0.0035256249356431,0.00551928189329843,0.0214895234172532,3866.54359116847,NaN,3221697.62985137,0.313318930292568,0.0313318930292568,5.79815925516319,31361.1320943006,5408.8083328125,25952.3237614881,6,87,87062000 = 4.077|87120000 = 12.073|87A03182 = .029,COUNTRY CLUB PRADO|RED RD|SW 8TH ST,60350,87120000,87062000,Y,-80.2878702,25.76356241,10,0.0484289158137921,On-System / On-System,87120000,25,LPI-01979,1,4.077,4.067,4.087,COUNTRY CLUB PRADO,29,Off Corridor,,0,0,0,0,89.3,2.8,No Match - Angle Mismatch,,,0
105986,231975,87120000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US   41,SR   90,6,MIAMI-DADE,38500,4,35,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-01979,Potential Location,0.870000005,1,5408.8083328125,0.00167886901697291,0.00062957588136484,0.0035256249356431,0.00551928189329843,0.0214895234172532,3866.54359116847,NaN,3221697.62985137,0.313318930292568,0.0313318930292568,5.79815925516319,31361.1320943006,5408.8083328125,25952.3237614881,6,87,87062000 = 4.077|87120000 = 12.073|87A03182 = .029,COUNTRY CLUB PRADO|RED RD|SW 8TH ST,60350,87120000,87062000,Y,-80.2878702,25.76356241,10,0.0484289158137921,On-System / On-System,87120000,25,LPI-01979,2,12.073,12.063,12.083,RED RD,30,On Corridor,"440183-1, 452564-3",2,105,0.02,100,0.3,0.2,Verified Match,"[object Object],[object Object]","440183-1, 452564-3",2
95339,201000,86005000,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,4,BROWARD,39500,5,35,1,LPI,Implement a Leading Pedestrian Interval (LPI),NaN,LPI-00045,Potential Location,0.870000005,1,5408.8083328125,0.00168101169554414,0.000630379385829054,0.0035301245606427,0.00552632594910137,0.021516949702965,3877.50171917471,NaN,3217591.13702161,0.313718807680926,0.0313718807680926,5.8145917535485,31450.012328496,5408.8083328125,26041.2039956835,4,86,86005000 = .102|86020000 = 1.972|86900314 = 0,E SUNRISE BLVD|N FEDERAL HWY|NE 18TH AVE,59000,86020000,86005000,Y,-80.12119112,26.1375431,10,0.0484907238518781,On-System / On-System,86020000,26,LPI-00045,1,0.102,0.092,0.11199999999999999,E SUNRISE BLVD,32,On Corridor,"441955-1, 441754-1",9,107,0.02,100,1.2,0.5,Verified Match,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","441955-1, 441754-1",9
